date,atmos_p,Temp_C,Temp_K,Temp_C_humi,rel_humi%,Vapor_p_max,Vapor_p,Vapor_p_deficit,spe_humi,H2O_conc,air_density,wind_sp,wind_sp_max,wind_direction,rain_depth,rain_time,SWDR,PAR,max_PAR,Tlog,CO2
2020-12-19 06:00:00,993.9216666666666,1.385,275.01666666666665,1.3299999999999998,99.6,6.756666666666667,6.728333333333333,0.0283333333333333,4.221666666666667,6.7700000000000005,1257.97,2.4616666666666664,4.045,180.03333333333333,0.0,0.0,0.0,0.0,0.0,10.793333333333331,438.3333333333333
2020-09-02 16:00:00,980.5783333333334,12.003333333333332,286.7683333333334,3.373333333333333,55.42333333333334,14.048333333333332,7.783333333333334,6.263333333333333,4.953333333333333,7.936666666666666,1194.2983333333334,10.038333333333332,15.895,202.66666666666663,0.0,0.0,20.758333333333333,43.98333333333334,50.03,19.481666666666666,416.9666666666667
2020-02-13 13:00:00,982.015,4.663333333333333,279.27,-0.4483333333333333,69.33333333333333,8.526666666666666,5.911666666666666,2.6133333333333333,3.7516666666666665,6.02,1228.5416666666667,4.046666666666667,6.176666666666667,173.48333333333335,0.0,0.0,55.12833333333333,126.57833333333332,141.79666666666665,14.688333333333333,419.56666666666666
2019-12-16 16:00:00,982.1983333333334,10.183333333333334,284.805,5.236666666666667,71.32,12.448333333333332,8.873333333333333,3.5733333333333337,5.640000000000001,9.036666666666669,1203.4516666666666,2.0933333333333333,2.99,185.26666666666665,0.0,0.0,1.5083333333333335,5.791666666666667,8.558333333333334,20.841666666666665,420.8833333333334
2020-01-26 19:00:00,990.5816666666666,1.7666666666666666,275.67333333333335,0.2883333333333333,89.86666666666667,6.9383333333333335,6.238333333333333,0.7033333333333333,3.9266666666666654,6.298333333333333,1252.1783333333333,1.718333333333333,2.806666666666666,196.08333333333331,0.0,0.0,0.0,0.0,0.0,14.071666666666667,457.3
2020-05-29 12:00:00,1001.575,16.315,289.335,0.6150000000000001,34.415,18.58,6.3950000000000005,12.186666666666667,3.9783333333333335,6.385000000000001,1202.4533333333334,4.226666666666667,7.46,72.52,0.0,0.0,928.3683333333332,1823.9433333333332,1976.53,24.41333333333333,410.9666666666667
2019-04-13 01:00:00,996.5366666666667,0.7000000000000001,274.1333333333333,-3.3349999999999995,74.26666666666667,6.425,4.7716666666666665,1.655,2.985,4.788333333333333,1265.3416666666667,1.1616666666666666,2.2966666666666664,15.288333333333332,0.0,0.0,0.0,0.0,0.0,11.015,426.73333333333335
2019-08-25 03:00:00,993.2983333333332,17.433333333333334,291.15333333333336,14.886666666666668,85.0,19.946666666666665,16.956666666666667,2.9916666666666667,10.685,17.06833333333333,1183.0733333333333,0.52,1.106666666666667,202.42666666666665,0.0,0.0,0.0,0.0,0.0,28.835,442.51666666666665
2020-09-27 08:00:00,976.4366666666666,5.2683333333333335,280.3233333333333,5.2683333333333335,100.0,8.895,8.895,0.0,5.6866666666666665,9.11,1217.53,0.9133333333333334,1.5666666666666669,86.37333333333333,0.0,0.0,149.81666666666666,301.97666666666663,334.375,16.17833333333333,437.85
2020-01-16 04:00:00,999.1833333333334,9.223333333333334,282.45,4.0616666666666665,70.05499999999999,11.668333333333337,8.174999999999999,3.4916666666666667,5.105,8.181666666666667,1228.8233333333335,0.7533333333333334,1.5766666666666664,173.2483333333333,0.0166666666666666,113.33333333333331,0.0,0.0,0.0,19.776666666666667,426.1666666666667
2020-07-12 02:00:00,969.8116666666666,1.9633333333333327,277.5366666666667,1.856666666666667,99.25,7.04,6.986666666666667,0.0516666666666666,4.493333333333333,7.201666666666667,1224.6783333333333,0.7983333333333333,1.4416666666666669,185.78333333333333,0.0,0.0,0.1916666666666666,0.0,0.0,13.596666666666666,485.5333333333333
2019-07-23 02:00:00,996.7366666666668,16.963333333333335,290.395,12.046666666666669,72.78333333333333,19.365,14.088333333333331,5.281666666666666,8.836666666666668,14.133333333333333,1190.4183333333333,0.8233333333333333,1.3066666666666666,203.08333333333331,0.0,0.0,0.0,0.0,0.0,28.52,438.56666666666666
2019-12-31 05:00:00,999.7383333333332,3.286666666666666,276.46666666666664,-7.558333333333334,44.75666666666667,7.741666666666667,3.456666666666667,4.283333333333333,2.1533333333333333,3.456666666666667,1258.1633333333332,1.0783333333333334,2.4933333333333336,150.38,0.0,0.0,0.0,0.0,0.0,12.375,432.6666666666667
2019-09-22 00:00:00,990.825,9.126666666666669,283.0316666666667,6.866666666666667,85.73333333333333,11.593333333333334,9.94,1.653333333333333,6.261666666666667,10.031666666666666,1218.1066666666668,0.545,1.18,122.16,0.0,0.0,0.0,0.0,0.0,20.966666666666665,445.76666666666665
2019-09-02 08:00:00,979.695,6.096666666666667,280.90000000000003,1.7983333333333331,73.83333333333333,9.42,6.958333333333333,2.466666666666667,4.428333333333334,7.1000000000000005,1218.85,6.065,9.798333333333334,207.61666666666667,0.0,0.0,46.01,87.19500000000001,108.81666666666668,14.758333333333333,416.8666666666666
2019-08-15 17:00:00,985.535,19.313333333333333,293.695,13.233333333333334,67.865,22.445000000000004,15.226666666666668,7.216666666666666,9.665,15.451666666666666,1166.996666666667,4.045000000000001,6.375,204.51666666666665,0.0,395.0,207.8133333333333,413.2866666666667,562.8066666666667,28.58666666666667,408.4333333333333
2020-12-10 12:00:00,991.4716666666668,10.935,284.7816666666667,6.458333333333333,73.865,13.091666666666669,9.661666666666669,3.43,6.083333333333333,9.743333333333334,1211.32,1.8633333333333333,3.6566666666666663,270.01666666666665,0.0,0.0,222.59333333333333,443.6616666666666,741.6116666666667,20.68166666666667,411.8
2019-09-03 23:00:00,986.745,5.425,279.65000000000003,0.0833333333333333,68.34333333333333,8.991666666666667,6.145,2.848333333333333,3.8816666666666655,6.23,1230.9816666666668,2.1983333333333333,4.513333333333334,255.91666666666663,0.0,0.0,0.0,0.0,0.0,14.315,416.0333333333333
